,data,labels
19882,It's good to finally meet you Captain  Is everything alright? I am honored to make your acquantaince.,101
19883,It's good to finally meet you Commander Is everything alright? I am honored to make your acquantaince.,101
19884,It's good to finally meet you How was your travel to get here? I am honored to make your acquantaince.,101
19885,It's good to finally meet you Captain Wang How was your travel to get here? I am honored to make your acquantaince.,101
19886,It's good to finally meet you Captain  How was your travel to get here? I am honored to make your acquantaince.,101
19887,It's good to finally meet you Commander How was your travel to get here? I am honored to make your acquantaince.,101
19888,It's good to finally meet you Is everything going well for you so far? I am honored to make your acquantaince.,101
19889,It's good to finally meet you Captain Wang Is everything going well for you so far? I am honored to make your acquantaince.,101
19890,It's good to finally meet you Captain  Is everything going well for you so far? I am honored to make your acquantaince.,101
19891,It's good to finally meet you Commander Is everything going well for you so far? I am honored to make your acquantaince.,101
19892,It's good to finally meet you How are you fairing? I am honored to make your acquantaince.,101
19893,It's good to finally meet you Captain Wang How are you fairing? I am honored to make your acquantaince.,101
19894,It's good to finally meet you Captain  How are you fairing? I am honored to make your acquantaince.,101
19895,It's good to finally meet you Commander How are you fairing? I am honored to make your acquantaince.,101
19896,It's good to finally meet you hope you are doing good I am honored to make your acquantaince.,101
19897,It's good to finally meet you Captain Wang hope you are doing good I am honored to make your acquantaince.,101
19898,It's good to finally meet you Captain  hope you are doing good I am honored to make your acquantaince.,101
19899,It's good to finally meet you Commander hope you are doing good I am honored to make your acquantaince.,101
19900,"It's good to finally meet you How are you fairing this morning, I am honored to make your acquantaince.",101
19901,"It's good to finally meet you Captain Wang How are you fairing this morning, I am honored to make your acquantaince.",101
19902,"It's good to finally meet you Captain  How are you fairing this morning, I am honored to make your acquantaince.",101
19903,"It's good to finally meet you Commander How are you fairing this morning, I am honored to make your acquantaince.",101
19904,"It's good to finally meet you How are you fairing this morning, I am honored to make your acquantaince.",101
19905,"It's good to finally meet you Captain Wang How are you fairing this morning, I am honored to make your acquantaince.",101
19906,"It's good to finally meet you Captain  How are you fairing this morning, I am honored to make your acquantaince.",101
19907,"It's good to finally meet you Commander How are you fairing this morning, I am honored to make your acquantaince.",101
19908,It's good to finally meet you it's good to see you in this fine morning.,111
19909,It's good to finally meet you Captain Wang it's good to see you in this fine morning.,111
19910,It's good to finally meet you Captain  it's good to see you in this fine morning.,111
19911,It's good to finally meet you Commander it's good to see you in this fine morning.,111
19912,It's good to finally meet you How are you doing on this beautiful day? it's good to see you in this fine morning.,101
19913,It's good to finally meet you Captain Wang How are you doing on this beautiful day? it's good to see you in this fine morning.,101
19914,It's good to finally meet you Captain  How are you doing on this beautiful day? it's good to see you in this fine morning.,101
19915,It's good to finally meet you Commander How are you doing on this beautiful day? it's good to see you in this fine morning.,101
19916,It's good to finally meet you How are you doing this evening? it's good to see you in this fine morning.,101
19917,It's good to finally meet you Captain Wang How are you doing this evening? it's good to see you in this fine morning.,101
19918,It's good to finally meet you Captain  How are you doing this evening? it's good to see you in this fine morning.,101
19919,It's good to finally meet you Commander How are you doing this evening? it's good to see you in this fine morning.,101
19920,It's good to finally meet you How are you today? it's good to see you in this fine morning.,101
19921,It's good to finally meet you Captain Wang How are you today? it's good to see you in this fine morning.,101
19922,It's good to finally meet you Captain  How are you today? it's good to see you in this fine morning.,101
19923,It's good to finally meet you Commander How are you today? it's good to see you in this fine morning.,101
19924,It's good to finally meet you How are you doing this fine day? it's good to see you in this fine morning.,101
19925,It's good to finally meet you Captain Wang How are you doing this fine day? it's good to see you in this fine morning.,101
19926,It's good to finally meet you Captain  How are you doing this fine day? it's good to see you in this fine morning.,101
19927,It's good to finally meet you Commander How are you doing this fine day? it's good to see you in this fine morning.,101
19928,It's good to finally meet you How are you? it's good to see you in this fine morning.,101
19929,It's good to finally meet you Captain Wang How are you? it's good to see you in this fine morning.,101
19930,It's good to finally meet you Captain  How are you? it's good to see you in this fine morning.,101
19931,It's good to finally meet you Commander How are you? it's good to see you in this fine morning.,101
19932,It's good to finally meet you How are you doing today sir? it's good to see you in this fine morning.,101
19933,It's good to finally meet you Captain Wang How are you doing today sir? it's good to see you in this fine morning.,101
19934,It's good to finally meet you Captain  How are you doing today sir? it's good to see you in this fine morning.,101
19935,It's good to finally meet you Commander How are you doing today sir? it's good to see you in this fine morning.,101
19936,It's good to finally meet you I trust you are doing well today? it's good to see you in this fine morning.,101
19937,It's good to finally meet you Captain Wang I trust you are doing well today? it's good to see you in this fine morning.,101
19938,It's good to finally meet you Captain  I trust you are doing well today? it's good to see you in this fine morning.,101
19939,It's good to finally meet you Commander I trust you are doing well today? it's good to see you in this fine morning.,101
19940,It's good to finally meet you How are you and your soldiers faring today? it's good to see you in this fine morning.,101
19941,It's good to finally meet you Captain Wang How are you and your soldiers faring today? it's good to see you in this fine morning.,101
19942,It's good to finally meet you Captain  How are you and your soldiers faring today? it's good to see you in this fine morning.,101
19943,It's good to finally meet you Commander How are you and your soldiers faring today? it's good to see you in this fine morning.,101
19944,It's good to finally meet you How was your trip? it's good to see you in this fine morning.,101
19945,It's good to finally meet you Captain Wang How was your trip? it's good to see you in this fine morning.,101
19946,It's good to finally meet you Captain  How was your trip? it's good to see you in this fine morning.,101
19947,It's good to finally meet you Commander How was your trip? it's good to see you in this fine morning.,101
19948,It's good to finally meet you I hope you are well. it's good to see you in this fine morning.,101
19949,It's good to finally meet you Captain Wang I hope you are well. it's good to see you in this fine morning.,101
19950,It's good to finally meet you Captain  I hope you are well. it's good to see you in this fine morning.,101
19951,It's good to finally meet you Commander I hope you are well. it's good to see you in this fine morning.,101
19952,It's good to finally meet you how are you feeling today? it's good to see you in this fine morning.,101
19953,It's good to finally meet you Captain Wang how are you feeling today? it's good to see you in this fine morning.,101
19954,It's good to finally meet you Captain  how are you feeling today? it's good to see you in this fine morning.,101
19955,It's good to finally meet you Commander how are you feeling today? it's good to see you in this fine morning.,101
19956,It's good to finally meet you How have you been? it's good to see you in this fine morning.,101
19957,It's good to finally meet you Captain Wang How have you been? it's good to see you in this fine morning.,101
19958,It's good to finally meet you Captain  How have you been? it's good to see you in this fine morning.,101
19959,It's good to finally meet you Commander How have you been? it's good to see you in this fine morning.,101
19960,It's good to finally meet you I hope all is well with your company. it's good to see you in this fine morning.,101
19961,It's good to finally meet you Captain Wang I hope all is well with your company. it's good to see you in this fine morning.,101
19962,It's good to finally meet you Captain  I hope all is well with your company. it's good to see you in this fine morning.,101
19963,It's good to finally meet you Commander I hope all is well with your company. it's good to see you in this fine morning.,101
19964,It's good to finally meet you Is everything alright? it's good to see you in this fine morning.,101
19965,It's good to finally meet you Captain Wang Is everything alright? it's good to see you in this fine morning.,101
19966,It's good to finally meet you Captain  Is everything alright? it's good to see you in this fine morning.,101
19967,It's good to finally meet you Commander Is everything alright? it's good to see you in this fine morning.,101
19968,It's good to finally meet you How was your travel to get here? it's good to see you in this fine morning.,101
19969,It's good to finally meet you Captain Wang How was your travel to get here? it's good to see you in this fine morning.,101
19970,It's good to finally meet you Captain  How was your travel to get here? it's good to see you in this fine morning.,101
19971,It's good to finally meet you Commander How was your travel to get here? it's good to see you in this fine morning.,101
19972,It's good to finally meet you Is everything going well for you so far? it's good to see you in this fine morning.,101
19973,It's good to finally meet you Captain Wang Is everything going well for you so far? it's good to see you in this fine morning.,101
19974,It's good to finally meet you Captain  Is everything going well for you so far? it's good to see you in this fine morning.,101
19975,It's good to finally meet you Commander Is everything going well for you so far? it's good to see you in this fine morning.,101
19976,It's good to finally meet you How are you fairing? it's good to see you in this fine morning.,101
19977,It's good to finally meet you Captain Wang How are you fairing? it's good to see you in this fine morning.,101
19978,It's good to finally meet you Captain  How are you fairing? it's good to see you in this fine morning.,101
19979,It's good to finally meet you Commander How are you fairing? it's good to see you in this fine morning.,101
19980,It's good to finally meet you hope you are doing good it's good to see you in this fine morning.,101
19981,It's good to finally meet you Captain Wang hope you are doing good it's good to see you in this fine morning.,101
19982,It's good to finally meet you Captain  hope you are doing good it's good to see you in this fine morning.,101
19983,It's good to finally meet you Commander hope you are doing good it's good to see you in this fine morning.,101
19984,"It's good to finally meet you How are you fairing this morning, it's good to see you in this fine morning.",101
19985,"It's good to finally meet you Captain Wang How are you fairing this morning, it's good to see you in this fine morning.",101
19986,"It's good to finally meet you Captain  How are you fairing this morning, it's good to see you in this fine morning.",101
19987,"It's good to finally meet you Commander How are you fairing this morning, it's good to see you in this fine morning.",101
19988,"It's good to finally meet you How are you fairing this morning, it's good to see you in this fine morning.",101
19989,"It's good to finally meet you Captain Wang How are you fairing this morning, it's good to see you in this fine morning.",101
19990,"It's good to finally meet you Captain  How are you fairing this morning, it's good to see you in this fine morning.",101
19991,"It's good to finally meet you Commander How are you fairing this morning, it's good to see you in this fine morning.",101
19992,It's good to finally meet you with do all respect sir let me introduce my self to you.,111
19993,It's good to finally meet you Captain Wang with do all respect sir let me introduce my self to you.,111
19994,It's good to finally meet you Captain  with do all respect sir let me introduce my self to you.,111
19995,It's good to finally meet you Commander with do all respect sir let me introduce my self to you.,111
19996,It's good to finally meet you How are you doing on this beautiful day? with do all respect sir let me introduce my self to you.,101
19997,It's good to finally meet you Captain Wang How are you doing on this beautiful day? with do all respect sir let me introduce my self to you.,101
19998,It's good to finally meet you Captain  How are you doing on this beautiful day? with do all respect sir let me introduce my self to you.,101
19999,It's good to finally meet you Commander How are you doing on this beautiful day? with do all respect sir let me introduce my self to you.,101
20000,It's good to finally meet you How are you doing this evening? with do all respect sir let me introduce my self to you.,101
20001,It's good to finally meet you Captain Wang How are you doing this evening? with do all respect sir let me introduce my self to you.,101
20002,It's good to finally meet you Captain  How are you doing this evening? with do all respect sir let me introduce my self to you.,101
20003,It's good to finally meet you Commander How are you doing this evening? with do all respect sir let me introduce my self to you.,101
20004,It's good to finally meet you How are you today? with do all respect sir let me introduce my self to you.,101
20005,It's good to finally meet you Captain Wang How are you today? with do all respect sir let me introduce my self to you.,101
20006,It's good to finally meet you Captain  How are you today? with do all respect sir let me introduce my self to you.,101
20007,It's good to finally meet you Commander How are you today? with do all respect sir let me introduce my self to you.,101
20008,It's good to finally meet you How are you doing this fine day? with do all respect sir let me introduce my self to you.,101
20009,It's good to finally meet you Captain Wang How are you doing this fine day? with do all respect sir let me introduce my self to you.,101
20010,It's good to finally meet you Captain  How are you doing this fine day? with do all respect sir let me introduce my self to you.,101
20011,It's good to finally meet you Commander How are you doing this fine day? with do all respect sir let me introduce my self to you.,101
20012,It's good to finally meet you How are you? with do all respect sir let me introduce my self to you.,101
20013,It's good to finally meet you Captain Wang How are you? with do all respect sir let me introduce my self to you.,101
20014,It's good to finally meet you Captain  How are you? with do all respect sir let me introduce my self to you.,101
20015,It's good to finally meet you Commander How are you? with do all respect sir let me introduce my self to you.,101
20016,It's good to finally meet you How are you doing today sir? with do all respect sir let me introduce my self to you.,101
20017,It's good to finally meet you Captain Wang How are you doing today sir? with do all respect sir let me introduce my self to you.,101
20018,It's good to finally meet you Captain  How are you doing today sir? with do all respect sir let me introduce my self to you.,101
20019,It's good to finally meet you Commander How are you doing today sir? with do all respect sir let me introduce my self to you.,101
20020,It's good to finally meet you I trust you are doing well today? with do all respect sir let me introduce my self to you.,101
20021,It's good to finally meet you Captain Wang I trust you are doing well today? with do all respect sir let me introduce my self to you.,101
20022,It's good to finally meet you Captain  I trust you are doing well today? with do all respect sir let me introduce my self to you.,101
20023,It's good to finally meet you Commander I trust you are doing well today? with do all respect sir let me introduce my self to you.,101
20024,It's good to finally meet you How are you and your soldiers faring today? with do all respect sir let me introduce my self to you.,101
20025,It's good to finally meet you Captain Wang How are you and your soldiers faring today? with do all respect sir let me introduce my self to you.,101
20026,It's good to finally meet you Captain  How are you and your soldiers faring today? with do all respect sir let me introduce my self to you.,101
20027,It's good to finally meet you Commander How are you and your soldiers faring today? with do all respect sir let me introduce my self to you.,101
20028,It's good to finally meet you How was your trip? with do all respect sir let me introduce my self to you.,101
20029,It's good to finally meet you Captain Wang How was your trip? with do all respect sir let me introduce my self to you.,101
20030,It's good to finally meet you Captain  How was your trip? with do all respect sir let me introduce my self to you.,101
20031,It's good to finally meet you Commander How was your trip? with do all respect sir let me introduce my self to you.,101
20032,It's good to finally meet you I hope you are well. with do all respect sir let me introduce my self to you.,101
20033,It's good to finally meet you Captain Wang I hope you are well. with do all respect sir let me introduce my self to you.,101
20034,It's good to finally meet you Captain  I hope you are well. with do all respect sir let me introduce my self to you.,101
20035,It's good to finally meet you Commander I hope you are well. with do all respect sir let me introduce my self to you.,101
20036,It's good to finally meet you how are you feeling today? with do all respect sir let me introduce my self to you.,101
20037,It's good to finally meet you Captain Wang how are you feeling today? with do all respect sir let me introduce my self to you.,101
20038,It's good to finally meet you Captain  how are you feeling today? with do all respect sir let me introduce my self to you.,101
20039,It's good to finally meet you Commander how are you feeling today? with do all respect sir let me introduce my self to you.,101
20040,It's good to finally meet you How have you been? with do all respect sir let me introduce my self to you.,101
20041,It's good to finally meet you Captain Wang How have you been? with do all respect sir let me introduce my self to you.,101
20042,It's good to finally meet you Captain  How have you been? with do all respect sir let me introduce my self to you.,101
20043,It's good to finally meet you Commander How have you been? with do all respect sir let me introduce my self to you.,101
20044,It's good to finally meet you I hope all is well with your company. with do all respect sir let me introduce my self to you.,101
20045,It's good to finally meet you Captain Wang I hope all is well with your company. with do all respect sir let me introduce my self to you.,101
20046,It's good to finally meet you Captain  I hope all is well with your company. with do all respect sir let me introduce my self to you.,101
20047,It's good to finally meet you Commander I hope all is well with your company. with do all respect sir let me introduce my self to you.,101
20048,It's good to finally meet you Is everything alright? with do all respect sir let me introduce my self to you.,101
20049,It's good to finally meet you Captain Wang Is everything alright? with do all respect sir let me introduce my self to you.,101
20050,It's good to finally meet you Captain  Is everything alright? with do all respect sir let me introduce my self to you.,101
20051,It's good to finally meet you Commander Is everything alright? with do all respect sir let me introduce my self to you.,101
20052,It's good to finally meet you How was your travel to get here? with do all respect sir let me introduce my self to you.,101
20053,It's good to finally meet you Captain Wang How was your travel to get here? with do all respect sir let me introduce my self to you.,101
20054,It's good to finally meet you Captain  How was your travel to get here? with do all respect sir let me introduce my self to you.,101
20055,It's good to finally meet you Commander How was your travel to get here? with do all respect sir let me introduce my self to you.,101
20056,It's good to finally meet you Is everything going well for you so far? with do all respect sir let me introduce my self to you.,101
20057,It's good to finally meet you Captain Wang Is everything going well for you so far? with do all respect sir let me introduce my self to you.,101
20058,It's good to finally meet you Captain  Is everything going well for you so far? with do all respect sir let me introduce my self to you.,101
20059,It's good to finally meet you Commander Is everything going well for you so far? with do all respect sir let me introduce my self to you.,101
20060,It's good to finally meet you How are you fairing? with do all respect sir let me introduce my self to you.,101
20061,It's good to finally meet you Captain Wang How are you fairing? with do all respect sir let me introduce my self to you.,101
20062,It's good to finally meet you Captain  How are you fairing? with do all respect sir let me introduce my self to you.,101
20063,It's good to finally meet you Commander How are you fairing? with do all respect sir let me introduce my self to you.,101
20064,It's good to finally meet you hope you are doing good with do all respect sir let me introduce my self to you.,101
20065,It's good to finally meet you Captain Wang hope you are doing good with do all respect sir let me introduce my self to you.,101
20066,It's good to finally meet you Captain  hope you are doing good with do all respect sir let me introduce my self to you.,101
20067,It's good to finally meet you Commander hope you are doing good with do all respect sir let me introduce my self to you.,101
20068,"It's good to finally meet you How are you fairing this morning, with do all respect sir let me introduce my self to you.",101
20069,"It's good to finally meet you Captain Wang How are you fairing this morning, with do all respect sir let me introduce my self to you.",101
20070,"It's good to finally meet you Captain  How are you fairing this morning, with do all respect sir let me introduce my self to you.",101
20071,"It's good to finally meet you Commander How are you fairing this morning, with do all respect sir let me introduce my self to you.",101
20072,"It's good to finally meet you How are you fairing this morning, with do all respect sir let me introduce my self to you.",101
20073,"It's good to finally meet you Captain Wang How are you fairing this morning, with do all respect sir let me introduce my self to you.",101
20074,"It's good to finally meet you Captain  How are you fairing this morning, with do all respect sir let me introduce my self to you.",101
20075,"It's good to finally meet you Commander How are you fairing this morning, with do all respect sir let me introduce my self to you.",101
20076,It's good to finally meet you I am so happy to finally meet you.,111
20077,It's good to finally meet you Captain Wang I am so happy to finally meet you.,111
20078,It's good to finally meet you Captain  I am so happy to finally meet you.,111
20079,It's good to finally meet you Commander I am so happy to finally meet you.,111
20080,It's good to finally meet you How are you doing on this beautiful day? I am so happy to finally meet you.,101
20081,It's good to finally meet you Captain Wang How are you doing on this beautiful day? I am so happy to finally meet you.,101
20082,It's good to finally meet you Captain  How are you doing on this beautiful day? I am so happy to finally meet you.,101
20083,It's good to finally meet you Commander How are you doing on this beautiful day? I am so happy to finally meet you.,101
20084,It's good to finally meet you How are you doing this evening? I am so happy to finally meet you.,101
20085,It's good to finally meet you Captain Wang How are you doing this evening? I am so happy to finally meet you.,101
20086,It's good to finally meet you Captain  How are you doing this evening? I am so happy to finally meet you.,101
20087,It's good to finally meet you Commander How are you doing this evening? I am so happy to finally meet you.,101
20088,It's good to finally meet you How are you today? I am so happy to finally meet you.,101
20089,It's good to finally meet you Captain Wang How are you today? I am so happy to finally meet you.,101
20090,It's good to finally meet you Captain  How are you today? I am so happy to finally meet you.,101
20091,It's good to finally meet you Commander How are you today? I am so happy to finally meet you.,101
20092,It's good to finally meet you How are you doing this fine day? I am so happy to finally meet you.,101
20093,It's good to finally meet you Captain Wang How are you doing this fine day? I am so happy to finally meet you.,101
20094,It's good to finally meet you Captain  How are you doing this fine day? I am so happy to finally meet you.,101
20095,It's good to finally meet you Commander How are you doing this fine day? I am so happy to finally meet you.,101
20096,It's good to finally meet you How are you? I am so happy to finally meet you.,101
20097,It's good to finally meet you Captain Wang How are you? I am so happy to finally meet you.,101
20098,It's good to finally meet you Captain  How are you? I am so happy to finally meet you.,101
20099,It's good to finally meet you Commander How are you? I am so happy to finally meet you.,101
20100,It's good to finally meet you How are you doing today sir? I am so happy to finally meet you.,101
20101,It's good to finally meet you Captain Wang How are you doing today sir? I am so happy to finally meet you.,101
20102,It's good to finally meet you Captain  How are you doing today sir? I am so happy to finally meet you.,101
20103,It's good to finally meet you Commander How are you doing today sir? I am so happy to finally meet you.,101
20104,It's good to finally meet you I trust you are doing well today? I am so happy to finally meet you.,101
20105,It's good to finally meet you Captain Wang I trust you are doing well today? I am so happy to finally meet you.,101
20106,It's good to finally meet you Captain  I trust you are doing well today? I am so happy to finally meet you.,101
20107,It's good to finally meet you Commander I trust you are doing well today? I am so happy to finally meet you.,101
20108,It's good to finally meet you How are you and your soldiers faring today? I am so happy to finally meet you.,101
20109,It's good to finally meet you Captain Wang How are you and your soldiers faring today? I am so happy to finally meet you.,101
20110,It's good to finally meet you Captain  How are you and your soldiers faring today? I am so happy to finally meet you.,101
20111,It's good to finally meet you Commander How are you and your soldiers faring today? I am so happy to finally meet you.,101
20112,It's good to finally meet you How was your trip? I am so happy to finally meet you.,101
20113,It's good to finally meet you Captain Wang How was your trip? I am so happy to finally meet you.,101
20114,It's good to finally meet you Captain  How was your trip? I am so happy to finally meet you.,101
20115,It's good to finally meet you Commander How was your trip? I am so happy to finally meet you.,101
20116,It's good to finally meet you I hope you are well. I am so happy to finally meet you.,101
20117,It's good to finally meet you Captain Wang I hope you are well. I am so happy to finally meet you.,101
20118,It's good to finally meet you Captain  I hope you are well. I am so happy to finally meet you.,101
20119,It's good to finally meet you Commander I hope you are well. I am so happy to finally meet you.,101
20120,It's good to finally meet you how are you feeling today? I am so happy to finally meet you.,101
20121,It's good to finally meet you Captain Wang how are you feeling today? I am so happy to finally meet you.,101
20122,It's good to finally meet you Captain  how are you feeling today? I am so happy to finally meet you.,101
20123,It's good to finally meet you Commander how are you feeling today? I am so happy to finally meet you.,101
20124,It's good to finally meet you How have you been? I am so happy to finally meet you.,101
20125,It's good to finally meet you Captain Wang How have you been? I am so happy to finally meet you.,101
20126,It's good to finally meet you Captain  How have you been? I am so happy to finally meet you.,101
20127,It's good to finally meet you Commander How have you been? I am so happy to finally meet you.,101
20128,It's good to finally meet you I hope all is well with your company. I am so happy to finally meet you.,101
20129,It's good to finally meet you Captain Wang I hope all is well with your company. I am so happy to finally meet you.,101
20130,It's good to finally meet you Captain  I hope all is well with your company. I am so happy to finally meet you.,101
20131,It's good to finally meet you Commander I hope all is well with your company. I am so happy to finally meet you.,101
20132,It's good to finally meet you Is everything alright? I am so happy to finally meet you.,101
20133,It's good to finally meet you Captain Wang Is everything alright? I am so happy to finally meet you.,101
20134,It's good to finally meet you Captain  Is everything alright? I am so happy to finally meet you.,101
20135,It's good to finally meet you Commander Is everything alright? I am so happy to finally meet you.,101
20136,It's good to finally meet you How was your travel to get here? I am so happy to finally meet you.,101
20137,It's good to finally meet you Captain Wang How was your travel to get here? I am so happy to finally meet you.,101
20138,It's good to finally meet you Captain  How was your travel to get here? I am so happy to finally meet you.,101
20139,It's good to finally meet you Commander How was your travel to get here? I am so happy to finally meet you.,101
20140,It's good to finally meet you Is everything going well for you so far? I am so happy to finally meet you.,101
20141,It's good to finally meet you Captain Wang Is everything going well for you so far? I am so happy to finally meet you.,101
20142,It's good to finally meet you Captain  Is everything going well for you so far? I am so happy to finally meet you.,101
20143,It's good to finally meet you Commander Is everything going well for you so far? I am so happy to finally meet you.,101
20144,It's good to finally meet you How are you fairing? I am so happy to finally meet you.,101
20145,It's good to finally meet you Captain Wang How are you fairing? I am so happy to finally meet you.,101
20146,It's good to finally meet you Captain  How are you fairing? I am so happy to finally meet you.,101
20147,It's good to finally meet you Commander How are you fairing? I am so happy to finally meet you.,101
20148,It's good to finally meet you hope you are doing good I am so happy to finally meet you.,101
20149,It's good to finally meet you Captain Wang hope you are doing good I am so happy to finally meet you.,101
20150,It's good to finally meet you Captain  hope you are doing good I am so happy to finally meet you.,101
20151,It's good to finally meet you Commander hope you are doing good I am so happy to finally meet you.,101
20152,"It's good to finally meet you How are you fairing this morning, I am so happy to finally meet you.",101
20153,"It's good to finally meet you Captain Wang How are you fairing this morning, I am so happy to finally meet you.",101
20154,"It's good to finally meet you Captain  How are you fairing this morning, I am so happy to finally meet you.",101
20155,"It's good to finally meet you Commander How are you fairing this morning, I am so happy to finally meet you.",101
20156,"It's good to finally meet you How are you fairing this morning, I am so happy to finally meet you.",101
20157,"It's good to finally meet you Captain Wang How are you fairing this morning, I am so happy to finally meet you.",101
20158,"It's good to finally meet you Captain  How are you fairing this morning, I am so happy to finally meet you.",101
20159,"It's good to finally meet you Commander How are you fairing this morning, I am so happy to finally meet you.",101
20160,It's good to finally meet you I am honored to meet you.,111
20161,It's good to finally meet you Captain Wang I am honored to meet you.,111
20162,It's good to finally meet you Captain  I am honored to meet you.,111
20163,It's good to finally meet you Commander I am honored to meet you.,111
20164,It's good to finally meet you How are you doing on this beautiful day? I am honored to meet you.,101
20165,It's good to finally meet you Captain Wang How are you doing on this beautiful day? I am honored to meet you.,101
20166,It's good to finally meet you Captain  How are you doing on this beautiful day? I am honored to meet you.,101
20167,It's good to finally meet you Commander How are you doing on this beautiful day? I am honored to meet you.,101
20168,It's good to finally meet you How are you doing this evening? I am honored to meet you.,101
20169,It's good to finally meet you Captain Wang How are you doing this evening? I am honored to meet you.,101
20170,It's good to finally meet you Captain  How are you doing this evening? I am honored to meet you.,101
20171,It's good to finally meet you Commander How are you doing this evening? I am honored to meet you.,101
20172,It's good to finally meet you How are you today? I am honored to meet you.,101
20173,It's good to finally meet you Captain Wang How are you today? I am honored to meet you.,101
20174,It's good to finally meet you Captain  How are you today? I am honored to meet you.,101
20175,It's good to finally meet you Commander How are you today? I am honored to meet you.,101
20176,It's good to finally meet you How are you doing this fine day? I am honored to meet you.,101
20177,It's good to finally meet you Captain Wang How are you doing this fine day? I am honored to meet you.,101
20178,It's good to finally meet you Captain  How are you doing this fine day? I am honored to meet you.,101
20179,It's good to finally meet you Commander How are you doing this fine day? I am honored to meet you.,101
20180,It's good to finally meet you How are you? I am honored to meet you.,101
20181,It's good to finally meet you Captain Wang How are you? I am honored to meet you.,101
20182,It's good to finally meet you Captain  How are you? I am honored to meet you.,101
20183,It's good to finally meet you Commander How are you? I am honored to meet you.,101
20184,It's good to finally meet you How are you doing today sir? I am honored to meet you.,101
20185,It's good to finally meet you Captain Wang How are you doing today sir? I am honored to meet you.,101
20186,It's good to finally meet you Captain  How are you doing today sir? I am honored to meet you.,101
20187,It's good to finally meet you Commander How are you doing today sir? I am honored to meet you.,101
20188,It's good to finally meet you I trust you are doing well today? I am honored to meet you.,101
20189,It's good to finally meet you Captain Wang I trust you are doing well today? I am honored to meet you.,101
20190,It's good to finally meet you Captain  I trust you are doing well today? I am honored to meet you.,101
20191,It's good to finally meet you Commander I trust you are doing well today? I am honored to meet you.,101
20192,It's good to finally meet you How are you and your soldiers faring today? I am honored to meet you.,101
20193,It's good to finally meet you Captain Wang How are you and your soldiers faring today? I am honored to meet you.,101
20194,It's good to finally meet you Captain  How are you and your soldiers faring today? I am honored to meet you.,101
20195,It's good to finally meet you Commander How are you and your soldiers faring today? I am honored to meet you.,101
20196,It's good to finally meet you How was your trip? I am honored to meet you.,101
20197,It's good to finally meet you Captain Wang How was your trip? I am honored to meet you.,101
20198,It's good to finally meet you Captain  How was your trip? I am honored to meet you.,101
20199,It's good to finally meet you Commander How was your trip? I am honored to meet you.,101
20200,It's good to finally meet you I hope you are well. I am honored to meet you.,101
20201,It's good to finally meet you Captain Wang I hope you are well. I am honored to meet you.,101
20202,It's good to finally meet you Captain  I hope you are well. I am honored to meet you.,101
20203,It's good to finally meet you Commander I hope you are well. I am honored to meet you.,101
20204,It's good to finally meet you how are you feeling today? I am honored to meet you.,101
20205,It's good to finally meet you Captain Wang how are you feeling today? I am honored to meet you.,101
20206,It's good to finally meet you Captain  how are you feeling today? I am honored to meet you.,101
20207,It's good to finally meet you Commander how are you feeling today? I am honored to meet you.,101
20208,It's good to finally meet you How have you been? I am honored to meet you.,101
20209,It's good to finally meet you Captain Wang How have you been? I am honored to meet you.,101
20210,It's good to finally meet you Captain  How have you been? I am honored to meet you.,101
20211,It's good to finally meet you Commander How have you been? I am honored to meet you.,101
20212,It's good to finally meet you I hope all is well with your company. I am honored to meet you.,101
20213,It's good to finally meet you Captain Wang I hope all is well with your company. I am honored to meet you.,101
20214,It's good to finally meet you Captain  I hope all is well with your company. I am honored to meet you.,101
20215,It's good to finally meet you Commander I hope all is well with your company. I am honored to meet you.,101
20216,It's good to finally meet you Is everything alright? I am honored to meet you.,101
20217,It's good to finally meet you Captain Wang Is everything alright? I am honored to meet you.,101
20218,It's good to finally meet you Captain  Is everything alright? I am honored to meet you.,101
20219,It's good to finally meet you Commander Is everything alright? I am honored to meet you.,101
20220,It's good to finally meet you How was your travel to get here? I am honored to meet you.,101
20221,It's good to finally meet you Captain Wang How was your travel to get here? I am honored to meet you.,101
20222,It's good to finally meet you Captain  How was your travel to get here? I am honored to meet you.,101
20223,It's good to finally meet you Commander How was your travel to get here? I am honored to meet you.,101
20224,It's good to finally meet you Is everything going well for you so far? I am honored to meet you.,101
20225,It's good to finally meet you Captain Wang Is everything going well for you so far? I am honored to meet you.,101
20226,It's good to finally meet you Captain  Is everything going well for you so far? I am honored to meet you.,101
20227,It's good to finally meet you Commander Is everything going well for you so far? I am honored to meet you.,101
20228,It's good to finally meet you How are you fairing? I am honored to meet you.,101
20229,It's good to finally meet you Captain Wang How are you fairing? I am honored to meet you.,101
20230,It's good to finally meet you Captain  How are you fairing? I am honored to meet you.,101
20231,It's good to finally meet you Commander How are you fairing? I am honored to meet you.,101
20232,It's good to finally meet you hope you are doing good I am honored to meet you.,101
20233,It's good to finally meet you Captain Wang hope you are doing good I am honored to meet you.,101
20234,It's good to finally meet you Captain  hope you are doing good I am honored to meet you.,101
20235,It's good to finally meet you Commander hope you are doing good I am honored to meet you.,101
20236,"It's good to finally meet you How are you fairing this morning, I am honored to meet you.",101
20237,"It's good to finally meet you Captain Wang How are you fairing this morning, I am honored to meet you.",101
